,smiles,actual,predicted
405,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,1.268,1.7115375
406,CC(C)COC(=O)c1ccccc1O,2.095,1.987949
407,CC(C)COC(=O)CCc1ccco1,2.003,2.1381762
408,CC(=O)OCC(C)C,0.938,1.2857175
409,C=COCC(C)C,0.77,1.3328158
410,CC(C)CON=O,2.401,2.2333455
411,CC(C)COP(C)(=S)SCN1C(=O)c2ccccc2C1=O,3.968,4.1807094
412,CC(C)N,1.858,1.7148244
413,CC(C)[N+](=O)[O-],2.093,2.0164664
414,CC(C)N(C(=O)CCl)c1ccccc1,2.474,2.3641453
415,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,2.581,2.5965443
416,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,2.835,2.4302676
417,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,3.008,2.3065207
418,CC(C)N(CCO)C(C)C,2.133,1.7672836
419,CC(C)N(N=O)C(C)C,2.185,2.4258811
420,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,1.751,2.1431017
421,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,2.339,2.6698203
422,Cc1[nH]c(=O)n(C(C)C)c(=O)c1Br,1.861,2.2903109
423,CC(C)N1CCNCC1,1.656,1.8180373
424,Cc1cc(OC(=O)N(C)C)n(C(C)C)n1,4.291,3.546841
425,CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,3.053,3.1634536
426,CC(C)NC(=S)NC(C)C,2.552,2.599429
427,CC(C)Nc1ccc(Nc2ccccc2)cc1,2.497,2.280507
428,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,1.777,2.050842
429,CC(C)NCC(O)c1cc(O)cc(O)c1,1.797,2.7739606
430,CC(C)NCC(O)c1ccc(O)c(O)c1,2.775,2.5031185
431,CC(C)NCC(O)c1ccc2ccccc2c1,2.406,2.1602614
432,CC(C)NCC(O)COc1cccc2ccccc12,2.594,2.3730185
433,CC(C)NCC(O)COc1cccc2[nH]ccc12,2.975,2.453652
434,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,1.948,2.0530405
435,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,1.887,1.8364302
436,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,3.969,3.6672351
437,CC(C)NCCCN(C)C,2.045,1.7713237
438,CC(C)NNC(=O)c1ccncc1,2.691,2.1948369
439,CC(C)NNC(=O)COc1ccc(Cl)cc1,2.645,2.5408635
440,CC(C)NP(O)(=S)Oc1cc(Cl)c(Cl)cc1Cl,4.033,3.87076
441,CC(C)O,1.076,1.4596032
442,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,2.387,2.1051724
443,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.832,2.1381571
444,CC(C)OC(=O)C=CC(=O)OC(C)C,1.79,1.6530633
445,CC(C)OC(=O)c1ccccc1,1.644,1.9534128
446,CC(C)OC(=O)CCCCCCN,1.67,1.7065779
447,CC(C)OC(=O)COc1ccc(Cl)cc1Cl,2.846,2.4185588
448,CC(=O)ON(C(=O)OC(C)C)c1ccccc1,1.844,1.9734086
449,CC(C)OC(=O)Nc1cccc(Cl)c1,2.251,2.1632748
450,CC(C)OC(=O)Nc1ccccc1,2.253,1.7741855
451,CC(=O)OC(C)C,1.532,1.6504138
452,CC(C)OC(C)C,1.081,1.2835668
453,CC(C)OC(=O)Cl,2.059,1.7690895
454,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,1.994,2.4024048
455,CC(C)OCC1CO1,1.442,2.2119713
456,CC(C)OCCCO,1.47,1.5305231
457,CC(C)OCCO,1.265,1.6503801
458,CC(C)OP(=O)(OC(C)C)OP(=S)(CCl)OC(C)C,4.292,4.203449
459,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,2.77,3.2468219
460,CC(C)OP(=S)(CCl)Sc1ccc(Br)cc1,4.194,4.5150323
461,Cc1ccc(SP(=S)(CCl)OC(C)C)cc1,3.16,3.2212865
462,CC(C)OP(=S)(CCl)Sc1ccc(Cl)cc1,4.084,4.036899
463,CC(C)OP(=S)(CCl)Sc1ccc(F)cc1,3.884,4.2189975
464,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,3.166,3.5464535
465,CC(C)OP(=S)(OC(C)C)SCSC(C)C,4.782,3.6805248
466,CC(C)OP(C)(=O)OC(C)C,2.339,2.860537
467,CC(C)OP(C)(=S)Oc1cc(Cl)c(Br)cc1Cl,3.714,3.54435
468,CC(C)OP(C)(=O)F,5.406,3.395582
469,CC(C)OP(=O)(F)OC(C)C,4.566,3.0758371
470,CC(C)OS(=O)(=O)OC(C)C,2.223,1.9999
471,C=CC(C)=CCCC(C)(C)O,1.958,1.9457921
472,C=CC(C)C(C)C=O,1.297,2.2066174
473,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,2.156,1.8111534
474,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,2.185,2.4457765
475,CC(C=O)=Cc1ccccc1,1.853,2.2614007
476,Cc1ccc(C(C)C=O)cc1,1.627,1.9604076
477,CC(C=O)c1ccccc1,1.681,2.0839663
478,CC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.4,2.3266263
479,C=CCOC(=O)CC(C)CC(C)(C)C,2.151,2.3296576
480,CC(=O)OC(C)CC(C)(C)OC(C)=O,1.78,1.3859308
481,CC(CC=O)CC(C)(C)C,1.642,1.6578339
482,CC(CC=O)CC=O,2.165,2.1500084
483,CC(C=O)Cc1ccc(C(C)(C)C)cc1,1.742,1.9262015
484,CC(C=O)Cc1ccc(C(C)C)cc1,1.698,1.8871921
485,CC(Cc1ccccc1)NN,3.645,2.6050804
486,CC(Cc1ccccc1)OC(N)=O,2.212,2.3940432
487,CC(C=O)CCC(C)(O)C=O,1.429,2.217823
488,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,2.003,2.304947
489,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,1.992,2.251032
490,CC(C)=CCCC(C)CC#N,1.455,1.6393055
491,CC(C)=CCCC(C)CC(=O)O,1.814,1.9675077
492,C=CC(C)CCCC(C)(C)O,1.638,1.725195
493,CC(CCl)OC(C)CCl,2.853,2.7991495
494,CC(CCN(C)C)N(C)C,2.284,2.3539932
495,CC(C)=CCCC(C)CCO,1.656,1.5451167
496,C=CC(=O)OCCC(C)OC(=O)C=C,1.748,2.1549969
497,CC(C)=CCCC(C)CCOC=O,1.341,1.4344925
498,CC(Cl)(C=O)CCl,1.94,2.301268
499,CC(Cl)(Cl)C(=O)OCCOc1cc(Cl)c(Cl)cc1Cl,2.564,2.2596734
500,CC(Cl)(Cl)C(=O)O,2.168,2.3275828
501,CC(Cl)(Cl)CCl,2.079,2.0392098
502,CC(Cl)(Cl)Cl,1.112,1.6032856
503,CC(Cl)=CCl,1.744,1.8430499
504,CC(=O)Cl,1.936,1.963548
505,CC(Cl)C(Cl)Cl,2.079,1.9904895
506,CC(Cl)C(=O)O,2.337,1.7277282
507,CC(Cl)CCl,1.764,2.228165
508,CC(Cl)Cl,2.135,1.8240026
509,CC(Cl)CO,2.637,1.5345284
510,CC(Cl)COP(=O)(OCC(C)Cl)Oc1ccc([N+](=O)[O-])cc1,3.333,3.6384342
511,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCC(C)Cl)OCC(C)Cl)ccc12,2.811,3.0403628
512,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,3.153,2.7665234
513,CC(CN)NCCO,1.381,1.855717
514,CC(CN=Cc1ccccc1O)N=Cc1ccccc1O,1.792,2.6016047
515,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,2.228,2.3989544
516,CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,3.029,2.947326
517,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,3.738,3.1636295
518,CC(=Cc1ccccc1)CO,1.791,1.8832566
519,CC(CO)CCO,1.28,1.7166461
520,CC(=O)OCC(C)c1ccccc1,1.618,1.6574526
521,CC(=O)OCC(C)OC(C)=O,1.073,1.3484507
522,CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,1.934,2.006117
523,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,2.085,2.2170353
524,CC(CO[N+](=O)[O-])O[N+](=O)[O-],2.822,2.541512
525,CC(CS)C(=O)N1CCCC1C(=O)O,1.709,1.9666669
526,CC(C(=O)Nc1cc(-c2ccccc2)nn1-c1ccccc1)N(C)C,2.431,2.1101398
527,CC(c1ccccc1)N(C)C,2.551,2.181697
528,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,1.626,1.8756703
529,CC(N)=O,0.926,1.6167799
530,CC(N)=S,2.397,2.5251868
531,CC(N)C(O)c1cccc(O)c1,2.843,2.463488
532,CC(N)c1ccccc1,2.11,2.144703
533,CC(N)Cc1ccccc1,3.654,2.5345407
534,CC(N)Cc1c[nH]c2ccccc12,3.899,2.3111455
535,CC(N)CCN,1.815,1.9492792
536,CC(N)CN,1.522,2.0950065
537,CC(NC(C)c1ccccc1)c1ccccc1,1.886,1.8990005
538,CC(NC(=Nc1ccncc1)NC#N)C(C)(C)C,3.068,2.4240425
539,CC(NCCNC(C)c1ccccc1)c1ccccc1,2.318,2.3016741
540,CC(NNC(=O)c1ccccc1)c1ccccc1,2.551,2.8665264
541,CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.728,2.221339
542,CC(=O)O,1.259,1.3953912
543,CC(O)C#N,2.912,2.459657
544,CC(O)C(=O)O,1.383,1.700555
545,CC(O)c1cccc(N)c1,1.646,1.9767635
546,CC(O)c1ccccc1,2.485,1.7895201
547,CC(O)C1CC=CCC1,1.952,1.7961439
548,CC(O)CC(C)(C)O,1.504,1.5362841
549,CC(O)CC(C)O,1.181,1.371796
550,CC(O)CC=O,1.607,2.1737428
551,CC(O)CCC(C)O,1.771,1.4959743
552,CC(O)CCO,0.685,1.2712233
553,CC(O)CF,1.379,1.7756982
554,CC(O)CN,1.554,2.0263877
555,CC(O)CN(C)C,1.737,1.9685183
556,CC(O)CN(CC(C)O)CC(C)O,1.504,2.2247179
557,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,2.714,2.2886105
558,CC(O)CNC(C)(C)Cc1ccc(Cl)cc1,3.207,2.789454
559,CC(O)CNCC(C)O,1.297,1.693652
560,CC(O)CO,0.58,1.1944621
561,C=CC(=O)OCC(C)O,2.716,1.8818175
562,CC(O)COC(=O)C=CC(=O)O,1.669,1.3389174
563,CC(O)COCC(C)O,0.956,1.4327301
564,C#CC(C)OC(=O)Nc1cccc(Cl)c1,1.952,2.5470943
565,CC(OC(C)c1ccccc1)c1ccccc1,1.363,1.7317915
566,Cc1cc(Cl)ccc1OC(C)C(=O)O,2.519,2.2154486
567,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,2.618,2.8274825
568,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,2.468,2.2770007
569,CC(OCCCl)OCCCl,2.781,2.6691163
570,CC(O[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1,1.996,2.0683136
571,C=C[Si](Cl)(Cl)CC,1.739,2.0698276
572,CC[Si](Cl)(Cl)Cl,2.09,1.856239
573,CC=C1CC(C)C(O)(CO)C(=O)OCC2=CCN3CCC(OC1=O)C23,4.014,3.49215
574,CC=C1CC2C=CC1C2,1.677,1.8330948
575,C#CC(=O)C=CC,3.122,2.9643633
576,CC=CC(=O)OC(=O)C=CC,1.736,1.7314559
577,C=COC(=O)C=CC,1.237,1.578033
578,CC=CC(=O)O,1.935,1.7197758
579,C#CC(O)C=CC,3.451,2.1241384
580,CC=CC(=O)OC(C=CC)OC(=O)C=CC,1.937,1.6840266
581,CC=CC=CC(=O)O,1.183,1.5482203
582,CC=CC=CC=O,2.506,1.7631024
583,CC=CC=CCOC(C)=O,1.507,1.5740211
584,CC=CC=CCOCCO,1.627,1.6040049
585,CC=CC=O,2.532,1.8989725
586,CC=Cc1ccccc1,1.516,1.7244291
587,CC=Cc1ccc2c(c1)OCO2,2.083,2.2585342
588,CC=CCl,1.594,1.6280205
589,CC=CCO,1.889,1.7320665
590,CC=CCOC=CC,1.147,1.9175956
591,CC=NN(C)C=O,2.495,2.3513527
592,CC=O,1.824,1.7933588
593,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,4.288,3.8419793
594,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,4.226,4.22192
595,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,2.86,3.265855
596,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,3.774,3.3810482
597,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,2.98,2.7933311
598,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1,2.367,2.668836
599,CC1(C)C2CC=C(CCO)C1C2,2.271,1.6219869
600,C=C1CCC2CC1C2(C)C,1.462,1.9664223
601,CC12CCC(C1)C(C)(C)C2=O,1.539,1.869493
602,CC1(C)C2CCC1(C)C(OC(=O)CSC#N)C2,2.199,2.41008
603,CC1(C)C2CCC1(C)C(O)C2,1.425,1.9925188
604,CC1(C)CC(N)(O)CC(C)(CN)C1,2.156,2.0833611
605,CC1(C)CCOCO1,1.493,1.6599412
606,CC1(C)COC1=O,1.833,2.2683144
607,CC1(C)C(=O)N(Br)C(=O)N1Cl,2.605,3.1624804
608,CC1(C)C(=O)N(Cl)C(=O)N1Cl,2.561,2.5761063
609,CC1(C)NC(=O)NC1=O,1.216,2.1767488
610,CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,1.833,2.6154637
611,CC1(C(=O)O)CC=CCC1,1.816,2.2272322
612,CC1(C2CCC3(C)OC3C2)CO1,1.475,1.8008834
613,CC1(COCC2(C)CO2)CO1,1.974,1.8412571
614,CC1(COCCOCC2(C)CO2)CO1,1.433,1.7799299
615,CC1(O)CC(C)(O)OO1,1.67,2.1529148
616,Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],2.186,1.7610644
617,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,2.126,2.537897
618,Cc1cccc(Nc2ccccc2C(=O)O)c1C,2.513,2.1586988
619,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,1.892,2.3221083
620,Cc1ccc(O)cc1C,2.225,2.0791953
621,Cc1ccncc1C,2.199,2.1816843
622,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2.832,2.115748
623,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)Cl,1.499,1.637419
624,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],2.574,3.1653318
625,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],2.456,2.5781312
626,Cc1ccccc1C(=O)O,2.532,1.6102328
627,Cc1ccccc1S(N)(=O)=O,1.546,1.7935327
628,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],3.012,2.4722338
629,Cc1occc1C(=O)Nc1ccccc1,1.193,1.854932
630,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,3.13,2.8203778
631,CC1=C(C(=O)Nc2ccccc2)CCCO1,1.161,1.7846009
632,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,1.461,2.0617766
633,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCCl)OCCCCl)ccc12,3.323,3.3582783
634,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12,2.664,3.1114254
635,Cc1cc(S(=O)(=O)O)c(N)cc1Cl,1.256,1.2234508
636,Cc1cc(O)ccc1Cl,1.892,2.0159357
637,Cc1ccccc1N,2.204,2.045128
638,Cc1c(N)cccc1Cl,2.392,2.2059937
639,Cc1ccc2ccccc2c1N,2.404,2.1672106
640,Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,2.778,2.7678547
641,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,4.297,3.9766681
642,Cc1cccc(C(=O)O)c1O,2.534,2.2956834
643,Cc1occc(=O)c1O,1.952,2.2250547
644,Cc1ncc(COP(=O)(O)O)c(C=O)c1O,1.622,2.2554584
645,Cc1ncc(CO)c(CO)c1O,1.626,1.9157658
646,Cc1ccc(N)cc1O,1.534,1.9940618
647,Cc1ccccc1O,2.951,2.1123557
648,Cc1cc(Cl)ccc1OCC(=O)O,2.457,2.3602238
649,Cc1ccccc1OCC(O)COC(N)=O,2.331,2.3132966
650,Cc1cc(Cl)ccc1OCCCC(=O)O,2.527,2.3325455
651,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,2.502,2.2511084
652,CC1=C(C(=O)Nc2ccccc2)SCCO1,2.738,2.5336504
653,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,2.894,2.231299
654,Cc1cccc2ccccc12,1.888,2.0255408
655,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,2.394,1.9962835
656,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,5.513,4.069221
657,Cc1ccc(O)c([N+](=O)[O-])c1,1.659,2.4706335
658,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,2.926,2.4295814
659,Cc1cccc([N+](=O)[O-])c1,2.107,2.087093
660,Cc1cc([N+](=O)[O-])ccc1S(=O)(=O)NCCO,1.765,1.7848134
661,Cc1cc(C(=O)NNCc2ccccc2)no1,2.917,2.682917
662,Cc1cc(=O)[nH]c(=O)[nH]1,0.291,1.527296
663,Cc1cc(=O)[nH]c(=S)[nH]1,1.707,1.5993843
664,Cc1cc(=O)[nH]o1,1.503,2.0122073
665,CC1=CC(=O)OC1=O,1.635,2.0214448
666,Cc1cc(=O)oc2cc(O)ccc12,1.66,2.104901
667,Cc1cc(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12,3.432,3.0399992
668,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,3.403,3.4788654
669,Cc1cc(C)c(C)c(C)c1,1.415,1.7945517
670,Cc1ccc(C)c(C)c1,1.381,1.9656508
671,Cc1cc(C)c(C)cc1C,1.283,1.543029
672,Cc1cc(C)c(N)c(C)c1,2.26,1.8062816
673,Cc1ccc(N)c(C)c1,2.414,1.8448125
674,Cc1ccc(O)c(C)c1,1.582,2.0893295
675,Cc1cccc(C)c1,1.327,1.9435291
676,Cc1cc(C)nc(C)c1,2.481,2.1177464
677,Cc1ccnc(C)c1,2.729,2.6246004
678,Cc1cc(Cl)ccc1N,2.127,1.9203364
679,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,2.349,2.6650305
680,Cc1ccc(C)c(N)c1,1.97,1.8416834
681,Cc1cc(C)cc(N)c1,2.234,1.8127818
682,Cc1cccc(N)c1,2.377,2.3063033
683,Cc1cc(N)ccc1N,3.078,2.0981026
684,Cc1cc(N)ccc1S(=O)(=O)NCCO,1.413,1.8393363
685,Cc1ccnc(N)c1,2.733,2.4050367
686,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1.611,1.842509
687,Cc1ccc(C)c(O)c1,2.44,2.157739
688,Cc1cc(C)cc(O)c1,2.303,1.9203267
689,Cc1cc(O)cc(C)c1Cl,1.612,2.3365624
690,Cc1cc(O)cc(O)c1,2.168,2.1029997
691,Cc1cccc(O)c1,2.65,2.3308396
692,Cc1cc(O)ccc1[N+](=O)[O-],1.541,1.8357567
693,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,2.456,1.9255507
694,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,1.719,2.1662982
695,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,2.354,2.254937
696,Cc1ccc(S(=O)(=O)O)c(N)c1,1.344,1.5675159
697,Cc1ccc(C)c(C)c1C,1.321,1.8152889
698,Cc1ccc(C)c(CCNC(N)=O)c1,1.922,2.310897
699,Cc1ccc(C)cc1,1.327,1.9599435
700,Cc1ccc(C(C)(C)C)cc1,1.916,2.1716847
701,Cc1ccc(C(=O)O)cc1,2.532,2.1419725
702,Cc1ccc([N+](=O)[O-])cc1,1.845,2.0457406
703,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,2.352,2.4234562
704,Cc1ccc(N2C(=O)C=CC2=O)cc1,2.421,2.2878137
705,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,1.811,2.033428
706,Cc1ccc(S(=O)(=O)Oc2cc(S(=O)(=O)O)cc3cc(S(=O)(=O)O)cc(N)c23)cc1,1.615,2.13297
707,Cc1ccc(S(=O)(=O)OCCCl)cc1,2.673,1.9818658
708,Cc1ccc(S(=O)(=O)O)cc1,1.842,1.771491
709,Cc1ccc(N=C=O)cc1N=C=O,1.478,1.7161094
710,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)O,1.767,1.8297611
711,Cc1ccc(Cl)cc1,1.78,2.0928922
712,Cc1ccc(Cl)cc1Cl,1.544,2.3699198
713,Cc1ccc(Cl)cc1N,2.485,2.0808523
714,Cc1ccc(N)cc1,2.213,2.3248472
715,Cc1ccc(N)cc1Br,3.014,2.1458814
716,Cc1ccc(N)cc1C,2.174,2.4256067
717,Cc1ccc(N)nc1,2.733,2.3184311
718,Cc1ccc(Nc2ccc(Nc3ccc(C)cc3)c3c2C(=O)c2ccccc2C3=O)cc1,2.058,1.9637234
719,Cc1ccc(O)cc1,2.718,1.9215208
720,Cc1ccc(C=O)o1,1.699,1.6246437
721,Cc1ccc(OC(=O)c2ccccc2)cc1,1.905,1.9889722
722,Cc1ccc(OC(=O)c2ccccc2O)cc1,2.244,2.1270626
723,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,2.539,2.7578757
724,Cc1ccc2nc3c4cccc5cccc(c(=O)n3c2c1)c54,1.477,2.141458
725,Cc1ccc2[nH]nnc2c1,1.92,2.4166193
726,Cc1ccc2oc(=O)ccc2c1,1.979,2.2247484
727,Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],2.301,2.312649
728,Cc1cccc(C)c1CCNC(N)=O,2.108,2.2962732
729,Cc1cccc(C)c1N,2.159,2.255855
730,Cc1cccc(C)c1NC1=NCCCS1,3.229,2.8411891
731,Cc1cccc(C)c1O,2.616,2.4160895
732,Cc1cccc(C)n1,2.428,1.9924552
733,Cc1cccc(N)c1C,2.114,2.2980745
734,Cc1cccc(NC(N)=O)c1,2.053,1.7799959
735,Cc1ccccc1,1.265,1.9858905
736,Cc1ccccc1C(=O)Nc1ccccc1,1.547,1.8129166
737,Cc1ccccc1[N+](=O)[O-],2.187,2.062796
738,Cc1ccccc1N1C(=O)C=CC1=O,2.874,2.2742147
739,Cc1ccccc1NC(=N)Nc1ccccc1C,2.68,2.3597107
740,Cc1ccccc1NCCO,1.837,2.1271029
741,Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,2.734,2.5182455
742,Cc1ccccc1OCC(O)CO,2.465,2.129927
743,Cc1cccnc1,2.367,2.3198223
744,Cc1cccs1,1.487,1.9042994
745,Cc1ccnc(SCCC(F)=C(F)F)n1,2.443,2.5371664
746,Cc1ccncc1,1.858,2.2898235
747,Cc1ccc2ccc(=O)oc2c1,1.625,2.3015435
748,Cc1ccc2[nH]c(C(F)(F)F)nc2c1,3.502,3.7981448
749,Cc1ccc2sc(C)nc2c1,2.232,2.2888505
750,Cc1ccc2ccccc2c1,1.941,1.7672281
751,Cc1ccc2ncccc2c1,2.056,2.4290593
752,Cc1ccc2nc3sc(=O)sc3nc2c1,2.328,1.9265438
753,CC1=CCC2C(C1)C2(C)C,1.453,1.1595536
754,CC1=CCC2CC1C2(C)C,1.566,1.992845
755,Cc1cnn(SC(Cl)(Cl)Cl)c1,2.348,2.8229887
756,Cc1ccc(C)nc1,2.127,2.1993241
757,Cc1cnc(C)cn1,2.025,1.8099105
758,Cc1cncc(C)n1,2.09,2.4259617
759,Cc1cnccc1N,2.385,2.5885801
760,Cc1cnccn1,1.718,2.2825165
761,Cc1c[nH]c2ccccc12,1.58,2.089306
762,Cc1cn[nH]c1,2.101,2.072388
763,CC1=COC(C)(C=O)CC1,1.756,1.9470016
764,Cc1nc(C)c(C)nc1C,1.853,1.5463281
765,Cc1c(N)nc(C)c2c1[nH]c1ccccc12,3.325,2.949445
766,C=Cc1ccc(C)nc1,2.009,2.244254
767,Cc1ncc(CO)c(C(=O)O)c1O,1.388,2.0026162
768,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,2.091,1.9905411
769,Cc1ncc([N+](=O)[O-])n1CCO,1.756,1.611415
770,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,2.309,2.1564689
771,Cc1ccccn1,2.071,2.3996317
772,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,2.372,2.151853
773,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,3.037,2.8716843
774,Cc1ccc2ccccc2n1,2.066,1.7676791
775,CC1=NN(c2ccccc2)C(=O)C1,1.697,2.0137713
776,Cc1cc(C)n(SC(Cl)(Cl)Cl)n1,2.634,2.42327
777,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1.687,1.4737521
778,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,2.403,1.9316009
779,Cc1cc[nH]n1,1.914,2.473841
780,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,1.427,1.7884059
781,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,1.74,2.5671144
782,CC12CCC(CC1)C(C)(C)O2,1.794,1.9435468
783,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,3.693,3.3366883
784,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,2.41,2.3022482
785,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,3.553,3.3610106
786,CC1CC(=O)O1,0.704,1.8521365
787,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,5.148,4.444021
788,CC1CC(C)OP(=O)(Cl)O1,2.686,2.4546912
789,CC1CC(C=O)CC(C)(C)C1,1.571,2.127519
790,CC1CC(O)CC(C)(C)C1,1.641,1.8385534
791,CC(=O)OC1CC(C)OC(C)O1,1.955,2.2508864
792,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,2.387,1.9612257
793,CC1CC=CCC1C=O,1.341,1.633531
794,CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,4.305,4.3612823
795,C=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(O)C12,3.322,3.0416398
